"","date","price","open","high","low","vol","change_percent"
"771",2020-06-12,228.58,229.9,231.66,224.5,"22.09M",1.85
"772",2020-06-11,224.43,229.94,232.89,223.55,"26.71M",-5.2
"773",2020-06-10,236.73,240.96,241.21,235.28,"20.72M",-0.81
"774",2020-06-09,238.67,231.52,239.77,230.41,"27.46M",3.14
"775",2020-06-08,231.4,229.03,231.55,227.41,"15.47M",0.27
"776",2020-06-05,230.77,226.71,231.35,225.31,"16.75M",1.98
"777",2020-06-04,226.29,229.56,231.63,224.61,"17.04M",-1.68
"778",2020-06-03,230.16,232.11,232.65,228.53,"15.38M",-1.1
"779",2020-06-02,232.72,230.94,233,226.56,"20.92M",0.35
"780",2020-06-01,231.91,224.59,232.44,223.5,"18.22M",3.03
"781",2020-05-29,225.09,225.2,227.49,222.88,"23.32M",-0.16
"782",2020-05-28,225.46,224.3,231.63,224,"29.42M",-1.61
"783",2020-05-27,229.14,229.07,230.56,221.13,"34.70M",-1.32
"784",2020-05-26,232.2,239.77,240.9,231.67,"33.18M",-1.15
"785",2020-05-22,234.91,231.51,235.99,228.74,"33.93M",1.52
"786",2020-05-21,231.39,234.72,237.2,231.2,"47.78M",0.62
"787",2020-05-20,229.97,223.5,231.34,223.19,"50.16M",6.04
"788",2020-05-19,216.88,213.27,220.49,212.83,"31.84M",1.73
"789",2020-05-18,213.19,212.15,214.64,210.94,"20.17M",1.1
"790",2020-05-15,210.88,205.27,211.34,204.12,"19.38M",1.97
"791",2020-05-14,206.81,202.56,206.93,200.69,"17.18M",0.83
"792",2020-05-13,205.1,209.43,210.78,202.11,"20.68M",-2.38
"793",2020-05-12,210.1,213.29,215.28,210,"14.70M",-1.44
"794",2020-05-11,213.18,210.89,215,210.37,"12.91M",0.39
"795",2020-05-08,212.35,212.24,213.21,210.85,"12.52M",0.52
"796",2020-05-07,211.26,211.16,211.6,209.04,"15.15M",1.34
"797",2020-05-06,208.47,208.12,211.6,206.66,"21.86M",0.68
"798",2020-05-05,207.07,207.02,210.38,206.5,"21.07M",0.88
"799",2020-05-04,205.26,200.2,205.91,198.76,"19.25M",1.48
"800",2020-05-01,202.27,201.6,207.28,199.05,"30.42M",-1.19
"801",2020-04-30,204.71,206.92,209.69,201.57,"46.23M",5.42
"802",2020-04-29,194.19,190.93,196.91,190,"45.95M",6.17
"803",2020-04-28,182.91,188.66,189.2,182.56,"21.73M",-2.45
"804",2020-04-27,187.5,192.66,193.75,187.41,"29.20M",-1.35
"805",2020-04-24,190.07,183.23,190.41,180.82,"28.87M",2.67
"806",2020-04-23,185.13,184.08,187.05,183.15,"21.43M",1.56
"807",2020-04-22,182.28,178.45,184.78,178.14,"33.37M",6.72
"808",2020-04-21,170.8,175.25,175.38,168.34,"24.85M",-4.17
"809",2020-04-20,178.24,177.41,180.5,176.77,"16.11M",-0.56
"810",2020-04-17,179.24,179.2,180.28,176.66,"20.97M",1.7
"811",2020-04-16,176.25,177.95,178.05,172.51,"23.59M",-0.41
"812",2020-04-15,176.97,175.19,178.19,172.82,"17.42M",-0.67
"813",2020-04-14,178.17,178.98,181.22,176.62,"21.01M",1.93
"814",2020-04-13,174.79,173.67,175,169.45,"19.36M",-0.23
"815",2020-04-09,175.19,175.9,177.08,171.57,"23.53M",0.52
"816",2020-04-08,174.28,171.25,175,167.74,"21.66M",3.23
"817",2020-04-07,168.83,171.79,173.39,166.01,"31.41M",1.98
"818",2020-04-06,165.55,160.15,166.2,158.51,"28.45M",7.37
"819",2020-04-03,154.18,157.15,157.91,150.83,"25.98M",-2.53
"820",2020-04-02,158.19,159.1,161.35,155.92,"20.89M",-0.88
"821",2020-04-01,159.6,161.62,164.15,158.03,"19.51M",-4.32
"822",2020-03-31,166.8,165.48,170.93,164.2,"23.68M",0.51
"823",2020-03-30,165.95,159.18,166.75,158.06,"22.52M",5.84
"824",2020-03-27,156.79,158.2,160.09,154.75,"24.88M",-4.01
"825",2020-03-26,163.34,158.25,164,157.02,"26.58M",4.56
"826",2020-03-25,156.21,158.92,162.99,153.06,"35.18M",-2.96
"827",2020-03-24,160.98,155.21,161.31,152.57,"30.44M",8.7
"828",2020-03-23,148.1,149.66,152.31,142.25,"29.83M",-1.09
"829",2020-03-20,149.73,156.02,159.27,148,"32.57M",-2.22
"830",2020-03-19,153.13,146.62,159.93,144.8,"39.86M",4.2
"831",2020-03-18,146.96,139.75,148.18,137.1,"37.55M",-1.65
"832",2020-03-17,149.42,150.74,153.94,140,"34.26M",2.34
"833",2020-03-16,146.01,152.32,159.13,143.1,"39.12M",-14.25
"834",2020-03-13,170.28,163.53,170.79,157.6,"35.03M",10.23
"835",2020-03-12,154.47,159.54,166.6,154.34,"43.27M",-9.26
"836",2020-03-11,170.24,174.01,175.88,167.66,"20.40M",-4.46
"837",2020-03-10,178.19,174.67,178.29,169.5,"24.52M",5.13
"838",2020-03-09,169.5,169.6,175,165.19,"29.95M",-6.4
"839",2020-03-06,181.09,178.33,183.78,176.26,"24.56M",-2.2
"840",2020-03-05,185.17,186.78,188.99,183.89,"19.33M",-3.44
"841",2020-03-04,191.76,189.17,191.83,186.39,"23.06M",3.16
"842",2020-03-03,185.89,196.22,197.24,183.97,"27.98M",-5.37
"843",2020-03-02,196.44,194.03,196.57,188.85,"24.95M",2.06
"844",2020-02-28,192.47,182.69,192.74,181.82,"32.58M",1.43
"845",2020-02-27,189.75,191.82,195.88,189.5,"21.68M",-3.78
"846",2020-02-26,197.2,197.19,201.21,195.49,"16.56M",0.22
"847",2020-02-25,196.77,202.25,203.5,195.95,"21.43M",-1.97
"848",2020-02-24,200.72,201.8,203.65,198.17,"23.08M",-4.5
"849",2020-02-21,210.18,213.48,214.24,208.83,"14.10M",-2.05
"850",2020-02-20,214.58,216.52,218.76,212.94,"13.11M",-1.34
"851",2020-02-19,217.49,217.99,218.32,216.11,"12.14M",-0.14
"852",2020-02-18,217.8,213.55,217.97,213.4,"15.63M",1.69
"853",2020-02-14,214.18,214,214.93,212.65,"10.74M",0.49
"854",2020-02-13,213.14,209.52,214.33,209.18,"15.40M",1.13
"855",2020-02-12,210.76,207.85,211.22,207.4,"13.81M",1.72
"856",2020-02-11,207.19,210.19,210.86,206.51,"25.03M",-2.76
"857",2020-02-10,213.06,211.52,213.8,210.66,"11.86M",0.34
"858",2020-02-07,212.33,210.3,212.82,209.93,"12.24M",0.7
"859",2020-02-06,210.85,210.47,211.19,209.34,"10.57M",0.35
"860",2020-02-05,210.11,212.51,212.73,208.71,"12.54M",0.13
"861",2020-02-04,209.83,206.62,210.6,205.2,"19.63M",2.76
"862",2020-02-03,204.19,203.44,205.14,202.5,"15.51M",1.13
"863",2020-01-31,201.91,208.43,208.69,201.06,"31.36M",-3.64
"864",2020-01-30,209.53,206.53,211.43,204.75,"48.78M",-6.14
"865",2020-01-29,223.23,221.44,224.2,218.45,"33.61M",2.5
"866",2020-01-28,217.79,216.14,218.74,213.52,"13.41M",1.36
"867",2020-01-27,214.87,213.1,216.06,212.5,"13.81M",-1.41
"868",2020-01-24,217.94,220.8,221.78,216.11,"11.91M",-0.83
"869",2020-01-23,219.76,220.75,221.49,219.27,"11.20M",-0.7
"870",2020-01-22,221.32,222.31,222.75,221.28,"12.21M",-0.05
"871",2020-01-21,221.44,222.16,222.37,219.12,"14.28M",-0.32
"872",2020-01-17,222.14,222.03,222.29,220.53,"15.91M",0.17
"873",2020-01-16,221.77,222.57,222.63,220.39,"10.02M",0.28
"874",2020-01-15,221.15,220.61,221.68,220.14,"10.04M",0.95
"875",2020-01-14,219.06,221.61,222.38,218.63,"13.32M",-1.28
"876",2020-01-13,221.91,219.6,221.97,219.21,"14.49M",1.77
"877",2020-01-10,218.06,219.2,219.88,217.42,"12.13M",-0.11
"878",2020-01-09,218.3,217.54,218.38,216.28,"12.68M",1.43
"879",2020-01-08,215.22,213,216.24,212.61,"13.49M",1.01
"880",2020-01-07,213.06,212.82,214.58,211.75,"15.11M",0.22
"881",2020-01-06,212.6,206.7,212.78,206.52,"17.07M",1.88
